item_id,order_id,isbn,discount
107256-78-8948,107256-32348,989-28-79-74374-1,
107256-3-2039,107256-32349,989-28-79-13801-1,
107256-66-3949,107256-32349,989-28-3705-492-6,
107256-44-4426,107256-32350,989-28-79-03683-6,
107256-96-4659,107256-32350,989-28-3705-222-9,
107256-16-717,107256-32351,989-28-654-0127-3,
107256-83-9806,107256-32351,989-28-3705-222-9,
107256-36-154,107256-32352,989-28-79-13871-4,
107256-75-1597,107256-32352,989-28-229-0197-6,
107256-84-4650,107256-32352,989-28-79-22562-9,
107256-25-5153,107256-32353,989-28-79-23023-4,
107256-43-5556,107256-32353,989-28-79-13801-1,
107256-95-1101,107256-32353,989-28-79-13871-4,
107256-69-6115,107256-32354,989-28-79-68089-3,0.05
107256-28-6976,107256-32354,989-28-79-13871-4,
107256-53-7885,107256-32354,989-28-79-13801-1,
107256-57-3376,107256-32355,989-28-3705-007-2,
107256-70-15,107256-32355,989-28-3705-492-6,
107256-70-436,107256-32355,989-28-79-13801-1,
107256-12-3553,107256-32356,989-28-3705-152-9,
107256-38-6715,107256-32356,989-28-3705-492-6,
107256-95-8420,107256-32356,989-28-79-13801-1,
107256-14-3335,107256-32357,989-28-3705-987-7,
107256-59-6217,107256-32357,989-28-79-69807-2,
107256-98-271,107256-32357,989-28-79-13871-4,
107256-98-6560,107256-32357,989-28-79-71565-6,
107256-24-5669,107256-32358,989-28-3705-222-9,
107256-43-521,107256-32358,989-28-79-13801-1,
107257-1-2874,107255-32572,989-28-654-5018-9,0.15
107257-11-8325,107257-32359,989-28-3705-987-7,
107257-21-1288,107257-32360,989-28-3705-987-7,
107257-24-3830,107257-32361,989-28-3705-007-2,
107257-9-9094,107257-32362,989-28-3705-007-2,
107257-62-9960,107257-32363,989-28-3705-007-2,
107257-40-3659,107257-32364,989-28-3705-987-7,
107257-54-5887,107257-32365,989-28-3705-987-7,
107257-48-3880,107257-32366,989-28-3705-369-1,
107257-29-6236,107257-32367,989-28-3705-987-7,
107257-98-59,107257-32368,989-28-3705-138-3,
107257-67-7359,107257-32369,989-28-3705-966-2,
107257-35-9534,107257-32370,989-28-3705-007-2,
107257-51-8619,107257-32371,989-28-3705-007-2,
107257-58-4651,107257-32372,989-28-3705-007-2,
107257-23-8462,107257-32373,989-28-3705-007-2,
107257-47-9407,107257-32374,989-28-3705-987-7,
107257-76-7076,107257-32375,989-28-3705-136-9,
107257-23-8466,107257-32376,989-28-3705-007-2,
107257-52-443,107257-32377,989-28-3705-007-2,
107257-1-3898,107257-32378,989-28-3705-987-7,
107257-17-4233,107257-32379,989-28-3705-007-2,
107257-70-5353,107257-32380,989-28-3705-007-2,
107257-72-5737,107257-32381,989-28-3705-987-7,
107257-77-2841,107257-32382,989-28-3705-007-2,
107257-32-2,107257-32383,989-28-3705-007-2,
107257-84-1829,107257-32384,989-28-3705-987-7,
107257-24-513,107257-32385,989-28-3705-987-7,
107257-71-9763,107257-32386,989-28-3705-007-2,
107257-69-523,107257-32387,989-28-3705-007-2,
107257-76-7101,107257-32388,989-28-3705-987-7,
107257-66-448,107257-32389,989-28-3705-007-2,
107257-71-9368,107257-32390,989-28-3705-007-2,
107257-62-3857,107257-32391,989-28-3705-152-9,
107257-34-5657,107257-32392,989-28-3705-007-2,
107257-28-4124,107257-32393,989-28-3705-775-0,
107257-77-4918,107257-32394,989-28-3705-007-2,
107257-90-800,107257-32395,989-28-3705-007-2,
107257-33-3144,107257-32396,989-28-79-11297-4,
107257-38-5903,107257-32397,989-28-79-45675-7,
107257-1-8478,107257-32398,989-28-79-45675-7,
107257-87-2595,107257-32399,989-28-79-16826-1,
107257-45-8954,107257-32400,989-28-79-22871-2,
107257-17-6770,107257-32401,989-28-79-45675-7,
107257-50-6701,107257-32402,989-28-79-11297-4,
107257-34-7043,107257-32403,989-28-79-21991-8,
107257-70-5432,107257-32404,989-28-79-27078-0,
107257-91-467,107257-32405,989-28-79-04510-4,
107257-92-992,107257-32406,989-28-79-07610-8,
107257-20-6183,107257-32407,989-28-79-30536-9,
107257-65-114,107257-32408,989-28-79-27078-0,
107257-76-610,107257-32409,989-28-79-32105-5,
107257-57-7736,107257-32410,989-28-79-21991-8,
107257-39-4967,107257-32411,989-28-79-18127-7,
107257-55-3820,107257-32412,989-28-79-11297-4,
107257-67-5653,107257-32413,989-28-79-27078-0,
107257-86-2705,107257-32414,989-28-79-16826-1,
107257-65-2209,107257-32415,989-28-654-3899-6,
107257-1-9033,107257-32416,989-28-654-5018-9,0.15
107257-75-6011,107257-32417,989-28-654-2017-5,
107257-39-5762,107257-32418,989-28-79-69807-2,
107257-76-7412,107257-32419,989-28-79-13871-4,
107257-41-4293,107257-32420,989-28-79-69807-2,
107257-41-4292,107257-32421,989-28-79-69807-2,
107257-75-3248,107257-32422,989-28-79-05670-4,
107257-26-5074,107257-32423,989-28-79-05670-4,
107257-59-3158,107257-32424,989-28-79-69807-2,
107257-75-3709,107257-32425,989-28-79-05670-4,
107257-59-8371,107257-32426,989-28-79-13871-4,
107257-39-5761,107257-32427,989-28-79-69807-2,
107257-43-4412,107257-32428,989-28-79-69807-2,
107257-6-1600,107257-32429,989-28-79-05670-4,
107257-17-8175,107257-32430,989-28-79-13871-4,
107257-1-5087,107257-32431,989-28-79-82125-8,
107257-27-3255,107257-32432,989-28-79-82125-8,
107257-17-8174,107257-32433,989-28-79-13871-4,
107257-91-5016,107257-32434,989-28-79-82125-8,
107257-45-1233,107257-32435,989-28-79-82125-8,
107257-48-4483,107257-32436,989-28-79-05670-4,
107257-16-9571,107257-32437,989-28-79-69807-2,
107257-45-1232,107257-32438,989-28-79-82125-8,
107257-71-7430,107257-32439,989-28-79-69807-2,
107257-56-8632,107257-32440,989-28-79-82749-6,
107257-59-8370,107257-32441,989-28-79-13871-4,
107257-6-6519,107257-32442,989-28-79-69807-2,
107257-16-9570,107257-32443,989-28-79-69807-2,
107257-27-3254,107257-32444,989-28-79-82125-8,
107257-28-6049,107257-32445,989-28-654-2620-7,
107257-99-5936,107257-32446,989-28-654-6033-1,
107257-37-620,107257-32447,989-28-229-6632-6,
107257-17-9607,107257-32448,989-28-229-5891-8,0.1
107257-23-8095,107257-32449,989-28-229-1404-4,
107257-74-8590,107257-32450,989-28-229-9769-6,
107257-24-8512,107257-32451,989-28-229-9769-6,
107257-36-2603,107257-32452,989-28-229-9769-6,
107257-52-9061,107257-32453,989-28-229-6632-6,
107257-4-379,107257-32454,989-28-229-9769-6,
107257-95-6136,107257-32455,989-28-229-1404-4,
107257-47-6228,107257-32456,989-28-229-9769-6,
107257-87-8314,107257-32457,989-28-229-6632-6,
107257-5-5997,107257-32458,989-28-229-3157-7,
107257-60-8993,107257-32459,989-28-229-1404-4,
107257-5-2851,107257-32460,989-28-229-9769-6,
107257-54-3590,107257-32461,989-28-229-9769-6,
107257-71-9633,107257-32462,989-28-229-7592-2,
107257-99-2653,107257-32463,989-28-229-9769-6,
107257-29-2439,107257-32464,989-28-229-1404-4,
107257-56-6368,107257-32465,989-28-229-5891-8,0.1
107257-12-8497,107257-32466,989-28-229-5891-8,0.1
107257-21-825,107257-32467,989-28-229-9769-6,
107257-68-5103,107257-32468,989-28-229-7592-2,
107257-62-9117,107257-32469,989-28-229-9769-6,
107257-66-5879,107257-32470,989-28-79-13801-1,
107257-76-2638,107257-32471,989-28-79-51397-9,
107257-93-2593,107257-32472,989-28-79-91028-0,
107257-66-7672,107257-32473,989-28-79-91028-0,
107257-54-6908,107257-32474,989-28-79-74374-1,
107257-56-7218,107257-32475,989-28-79-23023-4,
107257-47-7491,107257-32476,989-28-79-71565-6,
107257-71-3195,107257-32477,989-28-79-71565-6,
107257-86-337,107257-32478,989-28-79-74374-1,
107257-2-1862,107257-32479,989-28-79-23023-4,
107257-35-6818,107257-32480,989-28-79-68089-3,0.05
107257-64-7859,107257-32481,989-28-79-74374-1,
107257-21-8604,107257-32482,989-28-79-74374-1,
107257-29-2049,107257-32483,989-28-79-13801-1,
107257-99-6876,107257-32484,989-28-79-13801-1,
107257-4-905,107257-32485,989-28-79-23023-4,
107257-31-337,107257-32486,989-28-79-74374-1,
107257-78-1062,107257-32487,989-28-79-71565-6,
107257-54-4892,107257-32488,989-28-79-74374-1,
107257-97-837,107257-32489,989-28-79-74374-1,
107257-99-5010,107257-32490,989-28-79-71565-6,
107257-58-6693,107257-32491,989-28-79-26824-4,
107257-5-5133,107257-32492,989-28-79-26824-4,
107257-34-8911,107257-32493,989-28-79-74374-1,
107257-50-1741,107257-32494,989-28-79-74374-1,
107257-92-6070,107257-32495,989-28-79-74374-1,
107257-35-3314,107257-32496,989-28-79-23023-4,
107257-11-8417,107257-32497,989-28-79-26824-4,
107257-32-2091,107257-32498,989-28-79-68089-3,0.05
107257-24-1094,107257-32499,989-28-79-74374-1,
107257-56-1236,107257-32500,989-28-79-71565-6,
107257-61-3143,107257-32501,989-28-79-13801-1,
107257-52-1223,107257-32502,989-28-79-23023-4,
107257-18-8566,107257-32503,989-28-79-13801-1,
107257-53-6533,107257-32504,989-28-79-68089-3,0.05
107257-10-2694,107257-32505,989-28-79-26824-4,
107257-81-3226,107257-32506,989-28-79-13801-1,
107257-23-2890,107257-32507,989-28-79-74374-1,
107257-23-5963,107257-32508,989-28-79-40897-8,
107257-93-6049,107257-32509,989-28-79-71565-6,
107257-1-4770,107257-32510,989-28-79-26824-4,
107257-7-6071,107257-32511,989-28-79-74374-1,
107257-23-7788,107257-32512,989-28-79-13801-1,
107257-22-8221,107257-32513,989-28-79-23023-4,
107257-12-9864,107257-32514,989-28-79-71565-6,
107257-82-5224,107257-32515,989-28-79-74374-1,
107257-85-6890,107257-32516,989-28-79-74374-1,
107257-4-3567,107257-32517,989-28-79-71565-6,
107257-9-9145,107257-32518,989-28-79-74374-1,
107257-60-8573,107257-32519,989-28-79-13801-1,
107257-4-5992,107257-32520,989-28-79-13801-1,
107257-56-385,107257-32521,989-28-79-23023-4,
107257-44-6301,107257-32522,989-28-79-13801-1,
107257-85-7430,107257-32523,989-28-79-13801-1,
107257-71-7565,107257-32524,989-28-79-23023-4,
107257-56-2789,107257-32525,989-28-79-13801-1,
107257-4-6629,107257-32526,989-28-79-26824-4,
107257-1-9465,107257-32527,989-28-79-13801-1,
107257-52-3262,107257-32528,989-28-79-55824-6,
107257-64-68,107257-32529,989-28-79-13801-1,
107257-96-9967,107257-32530,989-28-79-74374-1,
107257-57-9062,107257-32531,989-28-79-13801-1,
107257-15-3956,107257-32532,989-28-79-55752-2,
107257-24-3276,107257-32533,989-28-79-13801-1,
107257-88-2509,107257-32534,989-28-79-23023-4,
107257-39-2180,107257-32535,989-28-79-13801-1,
107257-32-8661,107257-32536,989-28-79-13801-1,
107257-41-8465,107257-32537,989-28-79-13801-1,
107257-72-2471,107257-32538,989-28-79-26824-4,
107257-73-2026,107257-32539,989-28-79-71565-6,
107257-82-8732,107257-32540,989-28-79-74374-1,
107257-10-522,107257-32541,989-28-79-74374-1,
107257-32-8073,107257-32542,989-28-79-26824-4,
107257-77-3690,107257-32543,989-28-79-13801-1,
107257-25-902,107257-32544,989-28-79-74374-1,
107257-57-8166,107257-32545,989-28-79-74374-1,
107257-85-8545,107257-32546,989-28-79-71565-6,
107257-24-4623,107257-32548,989-28-79-23023-4,
107257-5-551,107257-32549,989-28-79-71565-6,
107257-72-8013,107257-32550,989-28-79-91028-0,
107257-33-3839,107257-32551,989-28-3705-492-6,
107257-10-8000,107257-32552,989-28-3705-222-9,
107257-93-2157,107257-32553,989-28-3705-222-9,
107257-74-6289,107257-32554,989-28-3705-222-9,
107257-3-4723,107257-32555,989-28-3705-492-6,
107257-28-7590,107257-32556,989-28-3705-222-9,
107257-25-9746,107257-32557,989-28-3705-222-9,
107257-75-2825,107257-32558,989-28-3705-222-9,
107257-15-6381,107257-32559,989-28-3705-222-9,
107257-35-6658,107257-32560,989-28-3705-492-6,
107257-86-3814,107257-32561,989-28-3705-222-9,
107257-68-4722,107257-32562,989-28-3705-222-9,
107257-93-3181,107257-32563,989-28-3705-222-9,
107257-81-9909,107257-32564,989-28-3705-492-6,
107257-93-4713,107257-32565,989-28-79-43841-8,
107257-8-4647,107257-32566,989-28-3705-222-9,
107257-89-5441,107257-32567,989-28-79-74374-1,
107257-18-7418,107257-32568,989-28-3705-649-4,
107257-32-3088,107257-32568,989-28-3705-592-3,
107257-50-374,107257-32569,989-28-3705-007-2,
107257-63-4920,107257-32569,989-28-3705-007-2,
107257-54-7822,107257-32570,989-28-79-04510-4,
107257-75-4569,107257-32570,989-28-3705-007-2,
107257-90-6853,107257-32571,989-28-79-32105-5,
107257-92-2280,107257-32571,989-28-79-05638-4,
107257-6-6518,107257-32572,989-28-79-69807-2,
107257-43-4411,107257-32573,989-28-79-69807-2,
107257-76-7411,107257-32573,989-28-79-13871-4,
107257-46-1279,107257-32574,989-28-229-9769-6,
107257-71-7429,107257-32574,989-28-79-69807-2,
107257-66-6804,107257-32575,989-28-229-6632-6,
107257-71-7861,107257-32575,989-28-229-0197-6,
107257-62-5710,107257-32576,989-28-229-3157-7,
107257-88-6601,107257-32576,989-28-229-9769-6,
107257-55-4241,107257-32577,989-28-229-1404-4,
107257-67-1668,107257-32577,989-28-229-7592-2,
107257-19-6528,107257-32578,989-28-79-71565-6,
107257-53-8276,107257-32578,989-28-79-74374-1,
107257-14-9886,107257-32579,989-28-79-26824-4,
107257-22-8684,107257-32579,989-28-79-71565-6,
107257-30-3676,107257-32580,989-28-79-23023-4,
107257-61-699,107257-32580,989-28-79-23023-4,
107257-66-5419,107257-32581,989-28-79-71565-6,
107257-99-3446,107257-32581,989-28-79-23023-4,
107257-44-8176,107257-32582,989-28-79-13801-1,
107257-76-2415,107257-32582,989-28-79-40897-8,
107257-77-6823,107257-32583,989-28-79-23023-4,
107257-84-9377,107257-32583,989-28-79-23023-4,
107257-64-2436,107257-32584,989-28-3705-222-9,
107257-88-4660,107257-32584,989-28-3705-222-9,
107257-1-5086,107257-32585,989-28-79-82125-8,
107257-5-6730,107257-32585,989-28-3705-152-9,
107257-8-7658,107257-32585,989-28-3705-966-2,
107257-13-7913,107257-32586,989-28-229-6632-6,
107257-25-2136,107257-32586,989-28-3705-007-2,
107257-59-3157,107257-32586,989-28-79-69807-2,
107257-18-7558,107257-32587,989-28-229-9769-6,
107257-54-9892,107257-32587,989-28-79-74374-1,
107257-84-613,107257-32587,989-28-79-55824-6,
107257-56-8631,107257-32588,989-28-79-82749-6,
107257-69-37,107257-32588,989-28-79-74374-1,
107257-90-7024,107257-32588,989-28-229-1404-4,
107257-91-5015,107257-32588,989-28-79-82125-8,
107258-1-5891,107257-32636,989-28-654-5018-9,0.15
107258-45-8732,107258-32589,989-28-3705-007-2,
107258-7-1309,107258-32590,989-28-3705-136-9,
107258-39-6842,107258-32591,989-28-3705-007-2,
107258-1-3604,107258-32592,989-28-3705-649-4,
107258-66-1854,107258-32593,989-28-3705-007-2,
107258-56-9088,107258-32594,989-28-3705-007-2,
107258-26-3521,107258-32595,989-28-3705-966-2,
107258-30-105,107258-32596,989-28-3705-987-7,
107258-42-2032,107258-32597,989-28-3705-007-2,0.13
107258-62-516,107258-32598,989-28-3705-007-2,
107258-24-6421,107258-32599,989-28-3705-987-7,
107258-46-4864,107258-32600,989-28-3705-987-7,
107258-9-4417,107258-32601,989-28-3705-966-2,
107258-86-8006,107258-32602,989-28-3705-138-3,
107258-84-5036,107258-32603,989-28-3705-987-7,
107258-63-3240,107258-32604,989-28-3705-007-2,
107258-3-2182,107258-32605,989-28-3705-583-1,
107258-45-6532,107258-32606,989-28-3705-987-7,
107258-57-9425,107258-32607,989-28-3705-007-2,
107258-79-3245,107258-32608,989-28-3705-966-2,
107258-27-5917,107258-32609,989-28-3705-136-9,
107258-19-2791,107258-32610,989-28-3705-136-9,
107258-6-6510,107258-32611,989-28-3705-987-7,
107258-38-5501,107258-32612,989-28-3705-987-7,
107258-97-6835,107258-32613,989-28-3705-007-2,
107258-6-1383,107258-32614,989-28-3705-583-1,
107258-43-5628,107258-32615,989-28-3705-987-7,
107258-73-2363,107258-32616,989-28-3705-007-2,
107258-44-1661,107258-32617,989-28-79-45675-7,
107258-1-3620,107258-32618,989-28-79-01991-4,
107258-26-6474,107258-32619,989-28-79-82197-5,
107258-34-8945,107258-32620,989-28-79-01991-4,
107258-16-8940,107258-32621,989-28-79-30536-9,
107258-42-9220,107258-32622,989-28-79-86624-2,0.13
107258-90-6808,107258-32623,989-28-79-11297-4,
107258-94-5652,107258-32624,989-28-79-82197-5,
107258-79-7981,107258-32625,989-28-79-45675-7,
107258-7-3648,107258-32626,989-28-79-45675-7,
107258-69-6062,107258-32627,989-28-79-45675-7,
107258-86-3160,107258-32628,989-28-79-21991-8,
107258-72-9720,107258-32629,989-28-79-45675-7,
107258-30-9302,107258-32630,989-28-79-82197-5,
107258-47-2444,107258-32631,989-28-79-22871-2,
107258-15-8807,107258-32632,989-28-79-45675-7,
107258-76-1432,107258-32633,989-28-79-45675-7,
107258-33-393,107258-32634,989-28-79-64693-6,
107258-50-1308,107258-32635,989-28-79-30536-9,
107258-39-5130,107258-32637,989-28-79-69807-2,
107258-39-5129,107258-32638,989-28-79-69807-2,
107258-81-9688,107258-32639,989-28-79-13871-4,
107258-83-5905,107258-32640,989-28-79-13871-4,
107258-24-571,107258-32641,989-28-79-05670-4,
107258-67-747,107258-32642,989-28-79-82125-8,
107258-87-278,107258-32643,989-28-79-13871-4,
107258-81-9687,107258-32644,989-28-79-13871-4,
107258-4-8702,107258-32645,989-28-79-05670-4,
107258-63-7734,107258-32646,989-28-79-82125-8,
107258-83-5904,107258-32647,989-28-79-13871-4,
107258-24-335,107258-32648,989-28-79-13871-4,
107258-34-6688,107258-32649,989-28-79-13871-4,
107258-88-1935,107258-32650,989-28-79-05670-4,
107258-31-1152,107258-32651,989-28-79-82749-6,
107258-22-6576,107258-32652,989-28-79-22562-9,
107258-71-2566,107258-32653,989-28-79-69807-2,
107258-78-3193,107258-32654,989-28-79-69807-2,
107258-31-1151,107258-32655,989-28-79-82749-6,
107258-71-3337,107258-32656,989-28-79-05670-4,
107258-53-5722,107258-32657,989-28-79-05670-4,
107258-73-9066,107258-32658,989-28-79-69807-2,
107258-78-5257,107258-32659,989-28-79-69807-2,
107258-94-6204,107258-32660,989-28-79-69807-2,
107258-21-8450,107258-32661,989-28-79-13871-4,
107258-45-2160,107258-32662,989-28-79-13871-4,
107258-71-2565,107258-32663,989-28-79-69807-2,
107258-21-8449,107258-32664,989-28-79-13871-4,
107258-63-7733,107258-32665,989-28-79-82125-8,
107258-24-334,107258-32666,989-28-79-13871-4,
107258-78-3192,107258-32667,989-28-79-69807-2,
107258-73-3364,107258-32668,989-28-79-82125-8,
107258-45-2159,107258-32669,989-28-79-13871-4,
107258-73-9065,107258-32670,989-28-79-69807-2,
107258-94-6203,107258-32671,989-28-79-69807-2,
107258-87-277,107258-32672,989-28-79-13871-4,
107258-33-1880,107258-32673,989-28-654-6033-1,
107258-29-5673,107258-32674,989-28-229-0197-6,
107258-53-7884,107258-32675,989-28-229-6632-6,
107258-68-7086,107258-32676,989-28-229-1404-4,
107258-90-4959,107258-32677,989-28-229-7592-2,
107258-15-4800,107258-32678,989-28-229-7592-2,
107258-55-1175,107258-32679,989-28-229-7592-2,
107258-68-6400,107258-32680,989-28-229-3157-7,
107258-85-8948,107258-32681,989-28-229-7592-2,
107258-53-9494,107258-32682,989-28-229-9769-6,
107258-8-6559,107258-32683,989-28-229-1404-4,
107258-21-9185,107258-32684,989-28-229-1404-4,
107258-29-1165,107258-32685,989-28-229-1404-4,
107258-25-217,107258-32686,989-28-229-1404-4,
107258-29-5295,107258-32687,989-28-229-7592-2,
107258-9-5033,107258-32688,989-28-229-6632-6,
107258-82-9682,107258-32689,989-28-229-1404-4,
107258-94-490,107258-32690,989-28-229-6632-6,
107258-34-3828,107258-32691,989-28-229-9769-6,
107258-22-3324,107258-32692,989-28-229-6632-6,
107258-84-998,107258-32693,989-28-229-0197-6,
107258-45-4449,107258-32694,989-28-229-9769-6,
107258-43-2810,107258-32695,989-28-79-23023-4,
107258-90-6830,107258-32696,989-28-79-13801-1,
107258-39-8524,107258-32697,989-28-79-26824-4,
107258-74-1181,107258-32698,989-28-79-68089-3,0.05
107258-14-5450,107258-32699,989-28-79-74374-1,
107258-43-6745,107258-32700,989-28-79-23023-4,
107258-66-4625,107258-32701,989-28-79-91028-0,
107258-58-1044,107258-32702,989-28-79-51397-9,
107258-16-2129,107258-32703,989-28-79-74374-1,
107258-36-7475,107258-32704,989-28-79-91028-0,
107258-36-7369,107258-32705,989-28-79-23023-4,
107258-22-2047,107258-32706,989-28-79-91028-0,
107258-46-4399,107258-32707,989-28-79-13801-1,
107258-45-4959,107258-32708,989-28-79-74374-1,
107258-61-5574,107258-32709,989-28-79-40897-8,
107258-91-9773,107258-32710,989-28-79-23023-4,
107258-60-730,107258-32711,989-28-79-91028-0,
107258-68-6416,107258-32712,989-28-79-13801-1,
107258-30-1161,107258-32713,989-28-79-13801-1,
107258-89-8646,107258-32714,989-28-79-13801-1,
107258-9-7107,107258-32715,989-28-79-74374-1,
107258-78-4080,107258-32716,989-28-79-68089-3,0.05
107258-1-6686,107258-32718,989-28-79-26824-4,
107258-6-82,107258-32719,989-28-79-23023-4,
107258-84-4732,107258-32720,989-28-79-36485-4,
107258-29-478,107258-32721,989-28-79-23023-4,
107258-67-2153,107258-32722,989-28-79-23023-4,
107258-99-8716,107258-32723,989-28-79-68089-3,0.05
107258-8-8118,107258-32724,989-28-79-74374-1,
107258-11-7976,107258-32725,989-28-79-68089-3,0.05
107258-47-1814,107258-32726,989-28-79-26824-4,
107258-2-1860,107258-32727,989-28-79-13801-1,
107258-19-6598,107258-32728,989-28-79-13801-1,
107258-16-2624,107258-32729,989-28-79-55824-6,
107258-28-4081,107258-32730,989-28-79-23023-4,
107258-40-8910,107258-32731,989-28-79-74374-1,
107258-61-8785,107258-32732,989-28-79-13801-1,
107258-61-514,107258-32733,989-28-79-23023-4,
107258-75-6977,107258-32734,989-28-79-74374-1,
107258-25-8394,107258-32735,989-28-79-13801-1,
107258-97-9746,107258-32736,989-28-79-13801-1,
107258-19-1467,107258-32737,989-28-79-26824-4,
107258-5-3100,107258-32738,989-28-79-13801-1,
107258-81-768,107258-32739,989-28-79-40897-8,
107258-90-7513,107258-32740,989-28-79-74374-1,
107258-62-6618,107258-32741,989-28-79-23023-4,
107258-76-8907,107258-32742,989-28-79-23023-4,
107258-38-7425,107258-32743,989-28-79-91028-0,
107258-91-4055,107258-32744,989-28-79-55752-2,
107258-79-1982,107258-32745,989-28-79-74374-1,
107258-10-303,107258-32746,989-28-79-44730-4,
107258-45-5729,107258-32747,989-28-79-23023-4,
107258-99-4485,107258-32748,989-28-79-74374-1,
107258-95-3316,107258-32749,989-28-79-23023-4,
107258-26-5049,107258-32750,989-28-79-23023-4,
107258-44-337,107258-32751,989-28-79-71565-6,
107258-13-4580,107258-32752,989-28-79-74374-1,
107258-66-3274,107258-32753,989-28-79-23023-4,
107258-23-6059,107258-32754,989-28-79-71565-6,
107258-18-8262,107258-32755,989-28-79-13801-1,
107258-65-3857,107258-32756,989-28-79-13801-1,
107258-77-5724,107258-32757,989-28-79-23023-4,
107258-88-1274,107258-32758,989-28-79-68089-3,0.05
107258-85-6390,107258-32759,989-28-79-23023-4,
107258-3-2904,107258-32760,989-28-79-71565-6,
107258-87-6381,107258-32761,989-28-79-23023-4,
107258-59-4390,107258-32762,989-28-79-68089-3,0.05
107258-34-2379,107258-32763,989-28-79-26824-4,
107258-35-6362,107258-32764,989-28-79-44730-4,
107258-74-7598,107258-32765,989-28-79-13801-1,
107258-95-3360,107258-32766,989-28-79-74374-1,
107258-43-5559,107258-32767,989-28-79-55824-6,
107258-94-7379,107258-32768,989-28-79-13801-1,
107258-2-8175,107258-32769,989-28-79-26824-4,
107258-88-5893,107258-32770,989-28-79-23023-4,
107258-47-1524,107258-32771,989-28-79-13801-1,
107258-67-1537,107258-32772,989-28-79-71565-6,
107258-39-4379,107258-32773,989-28-79-68089-3,0.05
107258-31-299,107258-32774,989-28-79-91028-0,
107258-87-2059,107258-32775,989-28-79-13801-1,
107258-8-2259,107258-32776,989-28-79-74374-1,
107258-2-1175,107258-32777,989-28-79-23023-4,
107258-22-683,107258-32778,989-28-79-40897-8,
107258-68-1469,107258-32779,989-28-79-03683-6,
107258-45-8242,107258-32780,989-28-3705-492-6,
107258-89-9510,107258-32781,989-28-3705-222-9,
107258-14-7572,107258-32782,989-28-3705-492-6,
107258-51-6765,107258-32783,989-28-3705-492-6,
107258-92-8598,107258-32784,989-28-3705-222-9,
107258-9-7978,107258-32785,989-28-3705-222-9,
107258-7-8597,107258-32786,989-28-3705-492-6,
107258-76-2883,107258-32787,989-28-3705-222-9,
107258-84-6064,107258-32788,989-28-3705-222-9,
107258-39-2376,107258-32789,989-28-3705-222-9,
107258-86-6317,107258-32790,989-28-3705-492-6,
107258-71-9172,107258-32791,989-28-3705-222-9,
107258-13-785,107258-32792,989-28-3705-007-2,
107258-9-9711,107258-32792,989-28-3705-966-2,
107258-35-862,107258-32793,989-28-3705-987-7,
107258-72-4573,107258-32793,989-28-3705-007-2,
107258-4-6808,107258-32794,989-28-79-22871-2,
107258-95-3103,107258-32794,989-28-79-18127-7,
107258-73-3363,107258-32795,989-28-79-82125-8,
107258-78-5256,107258-32795,989-28-79-69807-2,
107258-34-6687,107258-32796,989-28-79-13871-4,
107258-93-8689,107258-32796,989-28-79-82125-8,
107258-13-6908,107258-32797,989-28-229-0197-6,
107258-93-8688,107258-32797,989-28-79-82125-8,
107258-30-7038,107258-32798,989-28-229-0197-6,
107258-94-7399,107258-32798,989-28-229-9769-6,
107258-25-448,107258-32799,989-28-229-5891-8,0.1
107258-45-2776,107258-32799,989-28-229-6632-6,
107258-81-6480,107258-32800,989-28-229-7592-2,
107258-92-7097,107258-32800,989-28-229-6632-6,
107258-45-7160,107258-32801,989-28-79-13801-1,
107258-59-4698,107258-32801,989-28-229-3157-7,
107258-10-408,107258-32802,989-28-79-23023-4,
107258-73-6999,107258-32802,989-28-79-91028-0,
107258-27-289,107258-32803,989-28-79-74374-1,
107258-56-853,107258-32803,989-28-79-55824-6,
107258-66-775,107258-32804,989-28-79-55752-2,
107258-97-390,107258-32804,989-28-79-13801-1,
107258-34-2234,107258-32805,989-28-79-40897-8,
107258-38-2700,107258-32805,989-28-79-23023-4,
107258-93-9006,107258-32806,989-28-79-74374-1,
107258-98-9742,107258-32806,989-28-79-13801-1,
107258-31-2552,107258-32807,989-28-3705-492-6,
107258-66-9506,107258-32807,989-28-79-45675-7,
107258-67-746,107258-32807,989-28-79-82125-8,
107258-24-4888,107258-32808,989-28-229-3157-7,
107258-31-6963,107258-32808,989-28-229-9769-6,
107258-35-7917,107258-32808,989-28-3705-492-6,
107258-38-1522,107258-32809,989-28-3705-007-2,
107258-43-5027,107258-32809,989-28-229-9769-6,
107258-51-661,107258-32809,989-28-3705-492-6,
107258-55-7576,107258-32810,989-28-79-23023-4,
107258-65-7572,107258-32810,989-28-654-5018-9,
107258-78-4770,107258-32810,989-28-3705-007-2,
107258-82-8661,107258-32810,989-28-229-1404-4,
107258-42-4408,107258-32811,989-28-229-5891-8,0.1
107258-26-8226,107258-32811,989-28-79-13801-1,
107258-29-745,107258-32811,989-28-229-0197-6,
107258-8-823,107258-32811,989-28-79-23023-4,
107259-1-5630,107258-32870,989-28-654-5018-9,0.15
107259-80-2479,107259-32812,989-28-3705-007-2,
107259-91-470,107259-32813,989-28-3705-966-2,
107259-8-4997,107259-32814,989-28-3705-592-3,
107259-80-3660,107259-32815,989-28-3705-966-2,
